Serial_No,order_id,customer_id,order_date,Month,Category,total_amount,status,region,payment_method,Revenue_Check(IF),Region_VLookup
2698,4757,994,2023-08-24,2023-08,Unknown,187.47,Completed,Unknown,Debit Card,Valid,Unknown
2699,4996,4480,2023-08-24,2023-08,Central,"1,632.30",Cancelled,Central,Apple Pay,Valid,Central
2700,43,6313,2023-08-25,2023-08,Central,366.68,Completed,Central,Credit Card,Valid,Central
2701,208,9250,2023-08-25,2023-08,East,528.34,Completed,East,Credit Card,Valid,East
2702,1162,4254,2023-08-25,2023-08,Unknown,716.32,Completed,Unknown,PayPal,Valid,Unknown
2703,1595,6969,2023-08-25,2023-08,South,315.29,Completed,South,PayPal,Valid,South
2704,1629,6336,2023-08-25,2023-08,North,579.60,Completed,North,Debit Card,Valid,North
2705,2039,4363,2023-08-25,2023-08,East,659.93,Completed,East,PayPal,Valid,East
2706,2258,3336,2023-08-25,2023-08,South,623.01,Completed,South,PayPal,Valid,South
2707,2584,5927,2023-08-25,2023-08,East,810.94,Completed,East,Credit Card,Valid,East
2708,2920,8138,2023-08-25,2023-08,North,967.79,Completed,North,PayPal,Valid,North
2709,3332,584,2023-08-25,2023-08,South,"1,165.12",Completed,South,Credit Card,Valid,South
2710,3459,23,2023-08-25,2023-08,Central,"1,146.85",Completed,Central,Apple Pay,Valid,Central
2711,3671,4672,2023-08-25,2023-08,South,"1,527.31",Completed,South,Credit Card,Valid,South
2712,3853,202,2023-08-25,2023-08,West,30.63,Completed,West,Credit Card,Valid,West
2713,4042,5781,2023-08-25,2023-08,East,240.57,Completed,East,Apple Pay,Valid,East
2714,4312,5454,2023-08-25,2023-08,North,"1,984.54",Completed,North,Credit Card,Valid,North
2715,4409,5832,2023-08-25,2023-08,West,"2,114.74",Completed,West,PayPal,Valid,West
2716,4890,1016,2023-08-25,2023-08,East,"4,406.97",Completed,East,Apple Pay,Valid,East
2717,4957,2057,2023-08-25,2023-08,East,645.61,Completed,East,Debit Card,Valid,East
2718,156,2199,2023-08-26,2023-08,North,303.46,Completed,North,PayPal,Valid,North
2719,412,2184,2023-08-26,2023-08,East,935.66,Completed,East,Credit Card,Valid,East
2720,504,1141,2023-08-26,2023-08,North,"1,874.18",Completed,North,Credit Card,Valid,North
2721,1202,3161,2023-08-26,2023-08,North,"2,809.34",Completed,North,PayPal,Valid,North
2722,1579,5108,2023-08-26,2023-08,Central,"2,042.05",Completed,Central,Credit Card,Valid,Central
2723,1784,9069,2023-08-26,2023-08,West,436.20,Completed,West,PayPal,Valid,West
2724,1945,5817,2023-08-26,2023-08,East,601.22,Completed,East,Credit Card,Valid,East
2725,2349,9666,2023-08-26,2023-08,South,736.28,Returned,South,Debit Card,Valid,South
2726,2437,6980,2023-08-26,2023-08,Central,599.38,Completed,Central,Debit Card,Valid,Central
2727,3104,2529,2023-08-26,2023-08,West,"1,266.63",Completed,West,Apple Pay,Valid,West
2728,3370,4896,2023-08-26,2023-08,West,"1,624.59",Completed,West,Credit Card,Valid,West
2729,3434,24,2023-08-26,2023-08,North,239.64,Completed,North,PayPal,Valid,North
2730,3564,3585,2023-08-26,2023-08,West,258.66,Completed,West,Apple Pay,Valid,West
2731,4494,7517,2023-08-26,2023-08,North,"4,203.56",Completed,North,Debit Card,Valid,North
2732,4583,426,2023-08-26,2023-08,West,"2,373.30",Completed,West,Apple Pay,Valid,West
2733,873,7307,2023-08-27,2023-08,North,"1,186.61",Completed,North,Apple Pay,Valid,North
2734,1418,1661,2023-08-27,2023-08,South,"1,039.97",Completed,South,Credit Card,Valid,South
2735,1701,2632,2023-08-27,2023-08,North,"1,500.18",Completed,North,PayPal,Valid,North
2736,1757,4368,2023-08-27,2023-08,East,132.23,Completed,East,Debit Card,Valid,East
2737,1779,6502,2023-08-27,2023-08,South,"1,242.57",Completed,South,Credit Card,Valid,South
2738,2273,2575,2023-08-27,2023-08,South,"1,952.94",Completed,South,Credit Card,Valid,South
2739,2578,9442,2023-08-27,2023-08,North,"1,023.43",Completed,North,Apple Pay,Valid,North
2740,3869,4928,2023-08-27,2023-08,South,"1,266.08",Completed,South,Debit Card,Valid,South
2741,4874,703,2023-08-27,2023-08,East,"1,153.50",Completed,East,Credit Card,Valid,East
2742,625,4362,2023-08-28,2023-08,Central,"5,106.71",Completed,Central,PayPal,Valid,Central
2743,829,3230,2023-08-28,2023-08,Central,699.56,Completed,Central,Debit Card,Valid,Central
2744,1105,3339,2023-08-28,2023-08,East,744.50,Completed,East,Debit Card,Valid,East
2745,1843,6063,2023-08-28,2023-08,East,"1,599.55",Completed,East,Apple Pay,Valid,East
2746,1987,7633,2023-08-28,2023-08,West,"1,008.02",Completed,West,PayPal,Valid,West
2747,2272,6817,2023-08-28,2023-08,North,390.47,Completed,North,Credit Card,Valid,North
2748,2346,8745,2023-08-28,2023-08,Central,"2,244.66",Completed,Central,Credit Card,Valid,Central
2749,2752,5990,2023-08-28,2023-08,West,"1,110.88",Completed,West,Credit Card,Valid,West
2750,3340,1954,2023-08-28,2023-08,West,"1,231.17",Completed,West,Debit Card,Valid,West
2751,3969,3959,2023-08-28,2023-08,South,"1,201.30",Completed,South,Debit Card,Valid,South
2752,4178,3733,2023-08-28,2023-08,Central,"1,239.15",Completed,Central,Apple Pay,Valid,Central
2753,4266,7899,2023-08-28,2023-08,East,"1,007.61",Completed,East,Apple Pay,Valid,East
2754,4294,6142,2023-08-28,2023-08,North,"1,193.21",Completed,North,PayPal,Valid,North
2755,4991,2861,2023-08-28,2023-08,North,619.65,Completed,North,Apple Pay,Valid,North
2756,272,9904,2023-08-29,2023-08,South,159.92,Completed,South,Credit Card,Valid,South
2757,554,5218,2023-08-29,2023-08,Central,"3,040.79",Completed,Central,Apple Pay,Valid,Central
2758,561,600,2023-08-29,2023-08,East,257.17,Completed,East,Debit Card,Valid,East
2759,731,6821,2023-08-29,2023-08,East,367.55,Completed,East,PayPal,Valid,East
2760,1287,1694,2023-08-29,2023-08,Central,"1,321.82",Completed,Central,Apple Pay,Valid,Central
2761,1602,8657,2023-08-29,2023-08,Central,594.87,Completed,Central,PayPal,Valid,Central
2762,1775,7492,2023-08-29,2023-08,Central,345.63,Completed,Central,Credit Card,Valid,Central
2763,2477,5220,2023-08-29,2023-08,West,227.77,Completed,West,PayPal,Valid,West
2764,3045,4585,2023-08-29,2023-08,East,"2,222.70",Completed,East,Apple Pay,Valid,East
2765,3090,4242,2023-08-29,2023-08,South,"1,786.37",Completed,South,Debit Card,Valid,South
2766,3161,8781,2023-08-29,2023-08,Central,295.79,Completed,Central,Debit Card,Valid,Central
2767,3224,4406,2023-08-29,2023-08,South,"1,076.24",Completed,South,Apple Pay,Valid,South
2768,4139,8108,2023-08-29,2023-08,South,"1,084.16",Completed,South,Credit Card,Valid,South
2769,4591,6815,2023-08-29,2023-08,Central,"1,679.42",Completed,Central,Apple Pay,Valid,Central
2770,25,9749,2023-08-30,2023-08,West,436.20,Completed,West,Debit Card,Valid,West
2771,64,2219,2023-08-30,2023-08,South,"1,078.20",Cancelled,South,PayPal,Valid,South
2772,598,7615,2023-08-30,2023-08,Central,"2,010.45",Completed,Central,Credit Card,Valid,Central
2773,918,2815,2023-08-30,2023-08,North,"3,433.08",Completed,North,Apple Pay,Valid,North
2774,1336,1148,2023-08-30,2023-08,West,"1,407.36",Completed,West,PayPal,Valid,West
2775,2219,9071,2023-08-30,2023-08,East,759.97,Completed,East,Debit Card,Valid,East
2776,2277,127,2023-08-30,2023-08,North,"2,512.67",Completed,North,Credit Card,Valid,North
2777,2282,6690,2023-08-30,2023-08,South,299.56,Completed,South,PayPal,Valid,South
2778,2358,9035,2023-08-30,2023-08,North,957.32,Completed,North,Debit Card,Valid,North
2779,3098,4145,2023-08-30,2023-08,North,"1,615.14",Completed,North,Credit Card,Valid,North
2780,3225,8087,2023-08-30,2023-08,East,154.53,Completed,East,Credit Card,Valid,East
2781,3280,8099,2023-08-30,2023-08,Central,204.06,Completed,Central,Debit Card,Valid,Central
2782,3680,8912,2023-08-30,2023-08,West,361.97,Completed,West,Credit Card,Valid,West
2783,4257,5898,2023-08-30,2023-08,North,"2,057.51",Completed,North,Debit Card,Valid,North
2784,4632,9911,2023-08-30,2023-08,West,395.52,Completed,West,Apple Pay,Valid,West
2785,4804,1365,2023-08-30,2023-08,East,"1,101.69",Completed,East,Credit Card,Valid,East
2786,103,9817,2023-08-31,2023-08,East,367.55,Completed,East,Credit Card,Valid,East
2787,509,3622,2023-08-31,2023-08,Unknown,325.76,Completed,Unknown,Apple Pay,Valid,Unknown
2788,632,7053,2023-08-31,2023-08,East,142.43,Completed,East,Debit Card,Valid,East
2789,1345,8078,2023-08-31,2023-08,West,209.84,Completed,West,PayPal,Valid,West
2790,1533,4394,2023-08-31,2023-08,West,"2,215.59",Completed,West,Debit Card,Valid,West
2791,1857,5366,2023-08-31,2023-08,West,"3,360.71",Completed,West,PayPal,Valid,West
2792,1872,4626,2023-08-31,2023-08,Central,"1,356.79",Completed,Central,PayPal,Valid,Central
2793,2109,7063,2023-08-31,2023-08,Central,394.17,Completed,Central,Credit Card,Valid,Central
2794,2416,690,2023-08-31,2023-08,West,526.08,Completed,West,Apple Pay,Valid,West
2795,2679,1152,2023-08-31,2023-08,North,"1,507.68",Completed,North,Credit Card,Valid,North
2796,3438,1654,2023-08-31,2023-08,West,748.01,Completed,West,Apple Pay,Valid,West
2797,3703,3357,2023-08-31,2023-08,North,471.55,Completed,North,Apple Pay,Valid,North
2798,3927,4953,2023-08-31,2023-08,East,"1,883.40",Completed,East,Apple Pay,Valid,East
2799,4106,9091,2023-08-31,2023-08,Central,943.87,Completed,Central,Debit Card,Valid,Central
2800,4663,5781,2023-08-31,2023-08,East,"1,360.68",Completed,East,Credit Card,Valid,East
2801,4671,7139,2023-08-31,2023-08,South,"4,620.96",Completed,South,Apple Pay,Valid,South
2802,1192,4164,2023-09-01,2023-09,Central,"1,041.67",Completed,Central,Apple Pay,Valid,Central
2803,1423,6872,2023-09-01,2023-09,North,384.32,Completed,North,PayPal,Valid,North
2804,2024,8385,2023-09-01,2023-09,North,187.47,Completed,North,Credit Card,Valid,North
2805,2819,6079,2023-09-01,2023-09,Central,157.92,Completed,Central,Credit Card,Valid,Central
2806,3209,9315,2023-09-01,2023-09,South,"1,008.02",Completed,South,Apple Pay,Valid,South
2807,3217,1240,2023-09-01,2023-09,East,"1,973.90",Completed,East,Apple Pay,Valid,East
2808,3493,7366,2023-09-01,2023-09,Central,"1,257.96",Completed,Central,Debit Card,Valid,Central
2809,3715,5940,2023-09-01,2023-09,East,"1,033.01",Completed,East,Credit Card,Valid,East
2810,4442,7336,2023-09-01,2023-09,East,510.56,Completed,East,PayPal,Valid,East
2811,638,2107,2023-09-02,2023-09,East,"1,755.05",Completed,East,Apple Pay,Valid,East
2812,844,9119,2023-09-02,2023-09,West,"1,058.52",Completed,West,Credit Card,Valid,West
2813,1176,3512,2023-09-02,2023-09,Central,"3,232.03",Completed,Central,Debit Card,Valid,Central
2814,1897,4017,2023-09-02,2023-09,Central,329.06,Cancelled,Central,Debit Card,Valid,Central
2815,2663,6036,2023-09-02,2023-09,East,295.79,Completed,East,Debit Card,Valid,East
2816,2728,7722,2023-09-02,2023-09,Unknown,"1,354.25",Completed,Unknown,Debit Card,Valid,Unknown
2817,2881,9140,2023-09-02,2023-09,West,815.03,Completed,West,PayPal,Valid,West
2818,2939,4136,2023-09-02,2023-09,Central,662.52,Completed,Central,Credit Card,Valid,Central
2819,3585,3236,2023-09-02,2023-09,South,"1,980.53",Completed,South,Debit Card,Valid,South
2820,3912,8966,2023-09-02,2023-09,North,"2,231.76",Completed,North,Credit Card,Valid,North
2821,3948,9962,2023-09-02,2023-09,West,"1,506.33",Completed,West,Debit Card,Valid,West
2822,3959,2917,2023-09-02,2023-09,East,435.81,Completed,East,PayPal,Valid,East
2823,4208,5795,2023-09-02,2023-09,Unknown,"1,036.22",Completed,Unknown,Credit Card,Valid,Unknown
2824,4478,8361,2023-09-02,2023-09,Central,"1,541.54",Completed,Central,Credit Card,Valid,Central
2825,4527,1901,2023-09-02,2023-09,South,84.52,Completed,South,Credit Card,Valid,South
2826,4943,1735,2023-09-02,2023-09,Central,"2,603.97",Completed,Central,Debit Card,Valid,Central
2827,174,597,2023-09-03,2023-09,South,105.06,Completed,South,PayPal,Valid,South
2828,2118,1919,2023-09-03,2023-09,Central,98.14,Completed,Central,Apple Pay,Valid,Central
2829,2161,7021,2023-09-03,2023-09,West,746.07,Completed,West,Debit Card,Valid,West
2830,2443,8239,2023-09-03,2023-09,South,"1,560.22",Completed,South,Credit Card,Valid,South
2831,4169,9707,2023-09-03,2023-09,West,"1,878.60",Completed,West,Apple Pay,Valid,West
2832,4897,6508,2023-09-03,2023-09,West,"1,520.71",Completed,West,Apple Pay,Valid,West
2833,831,4639,2023-09-04,2023-09,North,"2,294.24",Cancelled,North,PayPal,Valid,North
2834,1143,6832,2023-09-04,2023-09,South,803.38,Completed,South,Credit Card,Valid,South
2835,1511,508,2023-09-04,2023-09,Central,449.81,Completed,Central,PayPal,Valid,Central
2836,1933,3351,2023-09-04,2023-09,Central,579.60,Completed,Central,PayPal,Valid,Central
2837,2342,3208,2023-09-04,2023-09,Unknown,"1,665.68",Completed,Unknown,Credit Card,Valid,Unknown
2838,2569,298,2023-09-04,2023-09,West,"1,811.55",Completed,West,Apple Pay,Valid,West
2839,2827,975,2023-09-04,2023-09,Unknown,"2,432.22",Completed,Unknown,Apple Pay,Valid,Unknown
2840,3600,7157,2023-09-04,2023-09,North,"1,847.41",Completed,North,Debit Card,Valid,North
2841,3986,5240,2023-09-04,2023-09,East,996.68,Completed,East,Apple Pay,Valid,East
2842,4770,752,2023-09-04,2023-09,East,392.24,Completed,East,Debit Card,Valid,East
2843,4958,3748,2023-09-04,2023-09,West,920.13,Completed,West,Apple Pay,Valid,West
2844,299,4612,2023-09-05,2023-09,South,"1,404.52",Completed,South,Credit Card,Valid,South
2845,936,3514,2023-09-05,2023-09,South,953.95,Completed,South,Debit Card,Valid,South
2846,1583,7330,2023-09-05,2023-09,East,"2,262.17",Completed,East,Debit Card,Valid,East
2847,2514,3217,2023-09-05,2023-09,West,"2,266.24",Completed,West,Credit Card,Valid,West
2848,3134,7253,2023-09-05,2023-09,Central,"4,058.64",Completed,Central,Apple Pay,Valid,Central
2849,3377,7914,2023-09-05,2023-09,East,"1,263.82",Completed,East,Credit Card,Valid,East
2850,3624,8825,2023-09-05,2023-09,West,751.37,Completed,West,Debit Card,Valid,West
2851,3676,3034,2023-09-05,2023-09,West,"2,361.18",Completed,West,Apple Pay,Valid,West
2852,3809,5369,2023-09-05,2023-09,South,"2,412.81",Completed,South,PayPal,Valid,South
2853,4696,5533,2023-09-05,2023-09,Central,743.71,Completed,Central,Credit Card,Valid,Central
2854,4744,9029,2023-09-05,2023-09,East,"2,860.75",Completed,East,PayPal,Valid,East
2855,447,1674,2023-09-06,2023-09,South,"1,556.63",Completed,South,PayPal,Valid,South
2856,685,4682,2023-09-06,2023-09,South,"2,044.21",Completed,South,Credit Card,Valid,South
2857,815,9201,2023-09-06,2023-09,West,193.60,Completed,West,Credit Card,Valid,West
2858,1088,9328,2023-09-06,2023-09,West,157.92,Completed,West,Apple Pay,Valid,West
2859,1348,1883,2023-09-06,2023-09,Central,856.57,Completed,Central,Debit Card,Valid,Central
2860,1358,2680,2023-09-06,2023-09,East,"2,465.21",Completed,East,Debit Card,Valid,East
2861,2855,5023,2023-09-06,2023-09,South,142.43,Completed,South,Credit Card,Valid,South
2862,4936,6420,2023-09-06,2023-09,East,"1,060.95",Completed,East,Apple Pay,Valid,East
2863,38,8865,2023-09-07,2023-09,East,413.05,Completed,East,Debit Card,Valid,East
2864,546,4918,2023-09-07,2023-09,Central,201.88,Completed,Central,Apple Pay,Valid,Central
2865,604,6924,2023-09-07,2023-09,Central,829.22,Completed,Central,Credit Card,Valid,Central
2866,660,8045,2023-09-07,2023-09,East,"1,934.26",Completed,East,Debit Card,Valid,East
2867,946,1176,2023-09-07,2023-09,Central,"1,630.99",Completed,Central,PayPal,Valid,Central
2868,957,4452,2023-09-07,2023-09,West,"1,095.03",Completed,West,PayPal,Valid,West
2869,1056,398,2023-09-07,2023-09,Central,"2,065.25",Completed,Central,PayPal,Valid,Central
2870,1123,1912,2023-09-07,2023-09,Central,228.45,Completed,Central,PayPal,Valid,Central
2871,1221,1146,2023-09-07,2023-09,North,526.08,Completed,North,Debit Card,Valid,North
2872,1633,3678,2023-09-07,2023-09,East,773.47,Completed,East,Apple Pay,Valid,East
2873,1935,6242,2023-09-07,2023-09,West,"2,708.37",Completed,West,PayPal,Valid,West
2874,2993,1308,2023-09-07,2023-09,West,"1,925.05",Completed,West,Credit Card,Valid,West
2875,3661,9187,2023-09-07,2023-09,Unknown,204.06,Completed,Unknown,Debit Card,Valid,Unknown
2876,4115,7739,2023-09-07,2023-09,East,"1,330.34",Completed,East,Apple Pay,Valid,East
2877,4201,3592,2023-09-07,2023-09,South,587.66,Completed,South,Debit Card,Valid,South
2878,4438,3899,2023-09-07,2023-09,West,240.57,Completed,West,Credit Card,Valid,West
2879,185,4122,2023-09-08,2023-09,Central,"1,262.36",Returned,Central,Credit Card,Valid,Central
2880,241,6305,2023-09-08,2023-09,South,"2,997.87",Completed,South,Apple Pay,Valid,South
2881,609,2191,2023-09-08,2023-09,East,449.81,Completed,East,Credit Card,Valid,East
2882,689,9402,2023-09-08,2023-09,Central,"2,506.10",Completed,Central,PayPal,Valid,Central
2883,788,8552,2023-09-08,2023-09,Central,321.39,Completed,Central,Apple Pay,Valid,Central
2884,2338,9633,2023-09-08,2023-09,East,367.55,Returned,East,Credit Card,Valid,East
2885,2890,9974,2023-09-08,2023-09,West,433.69,Completed,West,Apple Pay,Valid,West
2886,4047,7360,2023-09-08,2023-09,Central,"1,995.72",Completed,Central,PayPal,Valid,Central
2887,4792,1654,2023-09-08,2023-09,Unknown,"1,311.61",Completed,Unknown,PayPal,Valid,Unknown
2888,4977,6287,2023-09-08,2023-09,South,318.02,Completed,South,PayPal,Valid,South
2889,193,3713,2023-09-09,2023-09,North,"2,318.85",Completed,North,Debit Card,Valid,North
2890,584,7084,2023-09-09,2023-09,South,885.10,Completed,South,PayPal,Valid,South
2891,1305,5775,2023-09-09,2023-09,West,"2,627.53",Completed,West,Debit Card,Valid,West
2892,1405,1207,2023-09-09,2023-09,South,"2,274.38",Completed,South,Apple Pay,Valid,South
2893,2074,4032,2023-09-09,2023-09,East,"1,251.14",Completed,East,Credit Card,Valid,East
2894,2083,7305,2023-09-09,2023-09,North,549.91,Completed,North,PayPal,Valid,North
2895,2313,7784,2023-09-09,2023-09,South,"1,239.03",Completed,South,Apple Pay,Valid,South
2896,3033,8464,2023-09-09,2023-09,Central,"2,879.22",Completed,Central,Credit Card,Valid,Central
2897,3160,1374,2023-09-09,2023-09,West,"3,948.27",Completed,West,Debit Card,Valid,West
2898,3445,4810,2023-09-09,2023-09,West,"1,780.48",Cancelled,West,Credit Card,Valid,West
2899,3950,7745,2023-09-09,2023-09,East,"9,942.18",Completed,East,Apple Pay,Valid,East
2900,4052,487,2023-09-09,2023-09,Unknown,485.49,Completed,Unknown,Credit Card,Valid,Unknown
2901,4231,6914,2023-09-09,2023-09,South,"1,703.30",Completed,South,Credit Card,Valid,South
2902,246,4125,2023-09-10,2023-09,South,396.62,Completed,South,PayPal,Valid,South
2903,533,6328,2023-09-10,2023-09,South,729.69,Completed,South,Credit Card,Valid,South
2904,879,1757,2023-09-10,2023-09,North,"1,383.10",Completed,North,PayPal,Valid,North
2905,1163,8362,2023-09-10,2023-09,West,"2,475.56",Completed,West,PayPal,Valid,West
2906,1382,8625,2023-09-10,2023-09,Central,436.20,Completed,Central,Credit Card,Valid,Central
2907,1623,3548,2023-09-10,2023-09,West,"3,787.08",Completed,West,Apple Pay,Valid,West
2908,2413,4419,2023-09-10,2023-09,West,"1,516.42",Completed,West,Debit Card,Valid,West
2909,3566,3771,2023-09-10,2023-09,North,392.24,Completed,North,Credit Card,Valid,North
2910,3638,8242,2023-09-10,2023-09,Central,258.66,Completed,Central,PayPal,Valid,Central
2911,4613,210,2023-09-10,2023-09,Central,552.13,Completed,Central,Debit Card,Valid,Central
2912,4618,3035,2023-09-10,2023-09,South,"5,978.22",Completed,South,Apple Pay,Valid,South
2913,4923,9271,2023-09-10,2023-09,Central,395.52,Completed,Central,Credit Card,Valid,Central
